File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
9fea13bf-6b7d-4d09-9a0e-8d94a3592ba2	c72d6c26-7e52-4787-a9e3-059f994264f5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7097	TCGA-CV-7097-01A	Primary Tumor
b854a567-a87a-4ada-9237-431276cac821	01aad490-cd89-463a-8c31-d3fff17e7ab7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-A63U	TCGA-CN-A63U-01A	Primary Tumor
3dab961d-7014-4f22-a1e4-d7eaa7393f1f	0d56836d-6eb4-4736-9ad0-3c1139302043.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A6JN	TCGA-CV-A6JN-01A	Primary Tumor
0bd6bed4-4187-44c5-affc-2b3f5d5c7e67	a0ba142c-00e4-4ad9-8f2d-b53457bb21c8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7430	TCGA-CV-7430-01A	Primary Tumor
258cbeb2-128b-4297-9ade-126cf3d5eb0e	b1bac168-47cc-4117-b43c-9fc886560b0b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-A4Z9	TCGA-D6-A4Z9-01A	Primary Tumor
577c8f90-2f0b-4920-a4e6-5e6dcece44a7	8f5f37e2-ddf4-45bf-a77a-e5883cc87707.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7383	TCGA-CR-7383-01A	Primary Tumor
cfbdd78a-6860-435d-9f91-3cbaf87b65a7	22117440-a29b-48e7-8302-052e95e16046.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7177	TCGA-CV-7177-01A	Primary Tumor
7aa88945-62ab-4009-ac76-03791714de1f	9a525083-f319-424f-814a-a019ecd8fac0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7423	TCGA-CV-7423-11A	Solid Tissue Normal
c6de8fd6-3056-411d-b3f1-18438b0629c1	3190aab1-a5bb-45c2-8d22-713302781ada.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7102	TCGA-CV-7102-01A	Primary Tumor
767fe2dd-bb8a-4d3b-ae5a-145270dcd43d	272af1c3-298e-4f50-8989-99b57062adbe.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BB-A5HZ	TCGA-BB-A5HZ-01A	Primary Tumor
bd04ba83-3677-4ff5-bae1-334340c778bc	a65631b1-d346-443c-ab39-c1e223154d84.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7386	TCGA-CR-7386-01A	Primary Tumor
583d2675-8852-41f1-9444-385e88463166	61199357-d9a5-4f09-976c-2ccb0fe241f0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-P3-A5QA	TCGA-P3-A5QA-01A	Primary Tumor
2a8cb20c-4cda-491d-b04f-d3eb1c3afddf	aaf80230-460a-4f5a-8517-ae23b0ea8381.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-QK-A6VC	TCGA-QK-A6VC-01A	Primary Tumor
085f785f-2814-4a18-98df-972590b6f709	1aebe8a0-7fcb-407d-aa21-55e386f7297e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7250	TCGA-CV-7250-01A	Primary Tumor
f7fa744b-19eb-440d-8cb7-cea6ce4e6cbe	e698cf41-8ad9-4765-a3a8-80b7f4f6b417.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7392	TCGA-CR-7392-01A	Primary Tumor
6e75a9b1-1619-4312-826d-2243771756c9	38984d5c-2780-4528-81ea-9f84711869f2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-QK-A6IJ	TCGA-QK-A6IJ-01A	Primary Tumor
9dd7e11e-f07b-43e9-b908-2661110dd5ca	fef14828-2f36-46f1-a1a9-1f2fc4389a35.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7365	TCGA-CR-7365-01A	Primary Tumor
854a49d6-78a3-4aa9-a7b7-1f855d70927c	930ebb9a-d97d-4592-a833-b29566065c52.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6938	TCGA-CV-6938-11A	Solid Tissue Normal
85573a93-51e6-4b39-92ef-e3e5c2e95f0d	ec8f3bbf-4325-4a82-a1e2-206d47381386.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7434	TCGA-CV-7434-11A	Solid Tissue Normal
5ffa84b0-468d-45f8-893c-a51050d42eb0	bced8edc-0de0-4d24-a076-658cc5f9e6d6.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7091	TCGA-CV-7091-01A	Primary Tumor
05dfc810-b62a-40c4-95c3-522845ddcb5b	f3323c6a-95d6-4580-8c3a-d3f82fdf6416.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-IQ-A61I	TCGA-IQ-A61I-01A	Primary Tumor
cfa7e347-6ad5-4300-b0a1-d5ce0dabc661	00bed789-1573-4f1a-bc93-4ace31a32a6a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-A4II	TCGA-BA-A4II-01A	Primary Tumor
b0552f06-2657-4c54-8fa5-0a78c3dccaf5	4f7c17d5-d701-4ae8-9e67-358d5afe3c8c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-HD-7754	TCGA-HD-7754-01A	Primary Tumor
5db44bba-97b3-47b1-b561-e5b77a4bf02e	c65051d8-4815-4a9d-be65-de1aa152a346.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7247	TCGA-CV-7247-01A	Primary Tumor
3832885e-8f66-416b-ab8a-7d319672f655	d5a10510-0c4d-40f4-9dc4-402c4d272e68.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-6467	TCGA-CR-6467-01A	Primary Tumor
16a0178c-32a2-4688-a629-c298233e0b3d	138c0189-8cfb-4b61-9757-4021594f5307.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-WA-A7GZ	TCGA-WA-A7GZ-11A	Solid Tissue Normal
1ee10b5b-05e2-45a5-8abc-5f378eaceb58	753e5359-133b-4139-99f9-f28df7e3d1c0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7424	TCGA-CV-7424-11A	Solid Tissue Normal
904cd363-e826-4feb-b379-519e6278fc51	00f32c8e-2a91-485b-99c9-6e2e22addec1.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-DQ-5629	TCGA-DQ-5629-01A	Primary Tumor
2fd6d429-43ad-47ab-ade4-ad393f0a892b	6458069d-dd99-45cd-8d59-a75b221295eb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-6491	TCGA-CR-6491-01A	Primary Tumor
30e5fdc4-0491-4815-96b6-c5a44a485ef6	4f7c17d5-d701-4ae8-9e67-358d5afe3c8c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-HD-7754	TCGA-HD-7754-01A	Primary Tumor
d5a13ee6-c5c0-419c-84bf-268e0748601c	f98004e6-f3c4-4748-8aed-07110e105e5f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-A49C	TCGA-CN-A49C-01A	Primary Tumor
cb76eaa5-36bd-49aa-8301-d752230ea9d6	acc7d983-3759-489f-844f-d87543f07b26.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BB-4223	TCGA-BB-4223-01A	Primary Tumor
291edbab-0d0d-4022-b366-65b69e9339d7	6a745558-1a74-4bd3-94cd-f2c06cdd5c70.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-A49A	TCGA-CN-A49A-01A	Primary Tumor
ddfaf176-51b5-4e71-9dd2-68df1ee45314	4ebd9936-0b27-4aae-ad0e-7ef56cea61c9.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-A8YP	TCGA-BA-A8YP-01A	Primary Tumor
d7270e25-59b7-48fe-9fe8-139108353bc4	a189f012-5db6-458e-8470-a12981b0c9d4.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A45Z	TCGA-CV-A45Z-01A	Primary Tumor
7cb7f127-3bff-4535-a4e5-c604fc2b140d	1bb2d628-c050-47f3-8b2c-74bcf0a10004.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7178	TCGA-CV-7178-01A	Primary Tumor
afb91515-16b7-4b21-a097-f1b21106996f	6338e7d6-f5b7-4867-b2f3-883f2a05e16d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7434	TCGA-CV-7434-01A	Primary Tumor
0d7ba655-374a-421b-93bb-1159e456ed77	a4e355f9-b44d-43ab-ba1e-d76e0538f8fb.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6941	TCGA-CV-6941-01A	Primary Tumor
682b700e-e472-4c83-b564-4f514c89853f	b8f951b7-1e0c-4333-a763-1c81bdc938b8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-C9-A480	TCGA-C9-A480-01A	Primary Tumor
a6d01695-7b93-406d-816a-10f5e7750e97	1af0c523-8f7e-4451-a445-007042b252fc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-5243	TCGA-CR-5243-01A	Primary Tumor
8ca6a052-24a5-479b-8a75-b7c997e88ee0	42e721af-8416-4866-a790-81449723669d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-P3-A6T2	TCGA-P3-A6T2-01A	Primary Tumor
4b832842-a442-475f-8856-019c9571fa1b	5326afe8-db1e-4c54-9d65-c0dfe4df5e62.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A468	TCGA-CV-A468-01A	Primary Tumor
c9551ef7-ef0d-46d7-9672-48e3803c292f	c0af0359-15f8-47cb-8071-b5701a35ecd2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A6JT	TCGA-CV-A6JT-01A	Primary Tumor
719219d2-f6f5-4ea0-8ac9-77e686609ac1	6782154b-fab1-46ff-ae92-5432fc96013e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-MT-A67F	TCGA-MT-A67F-01A	Primary Tumor
578ac066-274d-42b7-83f9-a0eae2665dd3	2db41cdd-610f-405d-832b-08ce67c15149.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-T3-A92N	TCGA-T3-A92N-01A	Primary Tumor
d0f3a508-0761-4b8f-9688-bc79677d3e18	590cf22a-755d-4779-a91d-565a5208a372.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BB-4228	TCGA-BB-4228-01A	Primary Tumor
8e10f12e-c1cb-4882-9d24-a4932f017131	eaf69a94-f9b7-4177-b5eb-aa16cf102b96.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7183	TCGA-CV-7183-01A	Primary Tumor
336419ec-7aa5-4933-b794-26707ba71cc3	b1264982-6c82-4566-9576-444de6a05548.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-7063	TCGA-CQ-7063-01A	Primary Tumor
bac62626-f0cf-48c4-b922-912b217872b0	37900649-e10c-4bd9-bf1d-0e60b259b711.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6938	TCGA-CV-6938-01A	Primary Tumor
9d4a9d46-a8f0-4b4a-bbcc-7d58b60d673c	bbd06d25-fc74-4df8-a943-10ad6fd41501.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-UF-A7JJ	TCGA-UF-A7JJ-01A	Primary Tumor
9855bc1b-f40e-4e18-9ce2-4aae3dc8c263	23e18feb-ec4e-40f4-97bb-7567af02c1e4.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7391	TCGA-CR-7391-01A	Primary Tumor
068dae15-e285-45ed-bd76-c54ffabb7a98	fa09607b-b417-4ead-b557-daa038fe6b99.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-4734	TCGA-CN-4734-01A	Primary Tumor
db8a3587-afef-46fb-afd5-cdb9f65b7786	e698cf41-8ad9-4765-a3a8-80b7f4f6b417.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7392	TCGA-CR-7392-01A	Primary Tumor
5c809e57-4d6b-4f97-91cb-83ab83aa1f0c	5cbae931-5e8b-4ade-a103-805563937860.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7095	TCGA-CV-7095-01A	Primary Tumor
5ff55cf1-09d6-44d2-a21b-221512c0a2a5	606c5ae4-fefa-41ba-82b7-0e9679fafbc4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-A6EK	TCGA-D6-A6EK-01A	Primary Tumor
bdf61bdf-5ef1-4023-aad4-bc2fa74ce394	a6a8e43e-5110-461e-8e16-e53ab44dd612.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-H7-8501	TCGA-H7-8501-01A	Primary Tumor
24f94b1c-b769-4674-9357-251aa685e925	3b756a63-aa56-4ee7-b7dd-55fbc1c82398.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-6021	TCGA-CN-6021-01A	Primary Tumor
0205153c-8bc9-4396-8963-96861cac14e6	d46b9d71-479f-4f2d-a571-b0d9e9ccc72e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-6482	TCGA-CR-6482-01A	Primary Tumor
7d41b110-63ad-45d6-944c-58fa49ce3188	6c787af0-03b7-4c27-b232-270840134b53.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-6871	TCGA-BA-6871-01A	Primary Tumor
e3c3cb9f-8de2-43a9-98d3-01f1855546c5	eaf69a94-f9b7-4177-b5eb-aa16cf102b96.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7183	TCGA-CV-7183-01A	Primary Tumor
cab83c48-61b8-4e23-9fbe-d7811469afbb	2d6c4037-7086-4f1e-9f78-2ea24994242a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-7069	TCGA-CQ-7069-01A	Primary Tumor
66133deb-08c9-4d84-913b-469c4e6fae63	06dc3b74-4514-4f97-b6a0-28b0ecca2262.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-IQ-A61J	TCGA-IQ-A61J-01A	Primary Tumor
bd5da481-f5ec-4f73-8ab7-8f57f5289c3c	c65051d8-4815-4a9d-be65-de1aa152a346.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7247	TCGA-CV-7247-01A	Primary Tumor
94a502a3-22ba-40bc-8e5e-22cf5c7ad923	8140a62f-2ca0-4030-b93a-d1f5a974037c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-6472	TCGA-CR-6472-01A	Primary Tumor
30e40801-d273-43f7-8f10-65aa8a8bf5b1	a210d103-3512-496c-82bf-515a6edcd7e7.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-6869	TCGA-BA-6869-01A	Primary Tumor
1ce36ade-aae1-4b2e-9324-dd3d1daed38f	29598ecd-300b-4134-9b2e-542ea8e67d4e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-6471	TCGA-CR-6471-01A	Primary Tumor
ff3cdb5a-4a87-46fb-8cc5-0fc1e632499d	7afc6fa0-7a88-44b6-b728-74957d2c6b04.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-5374	TCGA-CN-5374-01A	Primary Tumor
63065301-23b9-472a-b194-9ff85f330375	3e01ad01-0ff6-408d-888a-9b276146faf2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7421	TCGA-CV-7421-01A	Primary Tumor
2cff43fa-34b4-46f0-95ad-62e6fcc553d5	6d9c73d6-215a-49f9-bc9f-af019f8db55c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-5326	TCGA-CQ-5326-01A	Primary Tumor
e1f664a8-6086-4249-bc56-32bb152cda6c	84fbe27a-a8b8-4610-afdd-7ebf05d2ef76.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-MT-A67A	TCGA-MT-A67A-01A	Primary Tumor
cdd28736-994d-455b-9708-5dcfffae3841	029e64ca-6652-4234-9724-3d6c3fd88771.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-5366	TCGA-CN-5366-01A	Primary Tumor
4fa52ddb-8fa1-4dce-85ca-4d8ca8b2e5c8	739956b5-6165-4869-891e-db694d61fe1b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-P3-A6SW	TCGA-P3-A6SW-01A	Primary Tumor
5f838159-762a-4f12-8476-9657b3991d99	40556da7-3a10-4d8b-bb17-15e837ae3457.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-UF-A7J9	TCGA-UF-A7J9-01A	Primary Tumor
5515a3e8-c8d3-4901-9e5e-cb32c6c495a5	d1e47511-7e9f-403b-ad55-75ab00eeafc0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-4730	TCGA-CN-4730-01A	Primary Tumor
407eac28-d04a-4eb1-bf74-eae9eacf3197	f5659309-d6c2-49de-a04b-4734e2b70093.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-6868	TCGA-BA-6868-01B	Primary Tumor
971a63a0-7dfc-4682-9b75-b8a670b2d4ea	103d28c0-0bbe-4b4e-9be7-7e2fdbc26a37.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-QK-A6IG	TCGA-QK-A6IG-01A	Primary Tumor
43e4ade8-6a29-4597-8d26-e55c313f1a49	819db553-bb00-4850-a07a-e4fdef80a625.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BB-A5HU	TCGA-BB-A5HU-01A	Primary Tumor
eebe12d8-8147-4e98-9762-2c6ec005ce93	4eabde76-a065-4dff-8480-722a9a5f0c5c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6934	TCGA-CV-6934-11A	Solid Tissue Normal
bcaf7991-a1c8-41aa-8d06-fb0dd854fcbd	6b7a43cb-ff8f-4a5d-a6fe-61eec2f789a4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-5435	TCGA-CV-5435-01A	Primary Tumor
27fea04d-8345-4814-8fe1-83f8fa0e1885	5c53ed59-fa42-48f5-9233-ce94155131f5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7424	TCGA-CV-7424-01A	Primary Tumor
e234a21c-7997-4e82-ad9a-574f53a66eb3	998f7dc2-83a0-4fe4-9662-c2a33ba5f152.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-QK-A8Z7	TCGA-QK-A8Z7-01A	Primary Tumor
788fc3a9-0390-409d-a248-362020541736	4b1e826d-902e-4a19-b509-b4efbcf8f738.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A6JM	TCGA-CV-A6JM-01A	Primary Tumor
ec7dd846-c829-4119-bcf6-5196e427475c	5836155c-0ded-4b78-a7fc-04ae119cab2b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7101	TCGA-CV-7101-11A	Solid Tissue Normal
ad2668bf-ab99-4edd-b80d-7c6c8a32ad3a	42e721af-8416-4866-a790-81449723669d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-P3-A6T2	TCGA-P3-A6T2-01A	Primary Tumor
dbcbdf30-bce0-4beb-93ca-e59f78b041b6	bef39330-3d03-4355-85f2-74c454d32850.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-QK-AA3K	TCGA-QK-AA3K-01A	Primary Tumor
8400a97e-aa08-4231-8635-c7e0c77fb1de	a6680922-1753-4e65-a077-f4936e4e3cd2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-P3-A5Q5	TCGA-P3-A5Q5-01A	Primary Tumor
b0b6b2d7-48bd-432c-bfcb-220c09d0ca6d	571fc52e-e962-4614-b213-8529ae7bfa99.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-5976	TCGA-CV-5976-01A	Primary Tumor
d52742b9-604d-4841-aa1c-7c95833fadd3	d2ab2dec-bb50-4eed-a492-dbce71b03440.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-6480	TCGA-CR-6480-01A	Primary Tumor
32fcbbde-985f-4ce5-94f7-82eac34f71ed	d19f374b-fde4-4b46-830f-56975e437fdc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7104	TCGA-CV-7104-01A	Primary Tumor
9a214ce5-69da-4a24-a935-0a366d3f6cd2	f21a26c0-04d4-40b5-9075-9896653571dd.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7413	TCGA-CV-7413-01A	Primary Tumor
8ea5b238-1405-42df-b341-954032921728	dd882230-273d-4ec3-931b-0765fb7fb811.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A460	TCGA-CV-A460-01A	Primary Tumor
f74d80ab-0b6f-4c83-945c-c7e7346e2420	562fdef0-1529-45b3-aef6-79ffab91a0e6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-A6EP	TCGA-D6-A6EP-01A	Primary Tumor
fbaa20f9-2716-4031-a51f-747789a4bf10	fabd394c-9385-4b02-bcfb-88a4a44413d7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7263	TCGA-CV-7263-01A	Primary Tumor
39df0d2e-148b-42d7-a966-e3a3869cf648	85a10ecd-d3aa-4907-9dea-d58ead2e511f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7415	TCGA-CV-7415-01A	Primary Tumor
b3097629-4f4a-410b-8488-bde66df17f6d	0d5105ae-0b7e-4477-a822-cc20ba9423fa.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-F7-A61W	TCGA-F7-A61W-01A	Primary Tumor
f5f872aa-54f5-49b0-9321-f0e5d5620b94	522684c4-34df-4e97-b458-3b27e2136156.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-6870	TCGA-BA-6870-01A	Primary Tumor
49f41141-2810-437c-bede-81a8376b22fd	6b7c8252-486c-49cc-9bfe-f8ccd0f331c0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-6227	TCGA-CQ-6227-01A	Primary Tumor
935ea020-cd16-4758-aa65-9ea48a3599c0	589eb5fb-5c11-4e4d-80a3-30108d277de4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7242	TCGA-CV-7242-01A	Primary Tumor
a8da7443-1620-413a-a86c-2a1f6d2a1f65	a4e355f9-b44d-43ab-ba1e-d76e0538f8fb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6941	TCGA-CV-6941-01A	Primary Tumor
53202e65-6c6f-4873-beff-e2f0755f045e	efff99d3-d09e-4a5b-ba7f-ce215aba57a3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-IQ-7630	TCGA-IQ-7630-01A	Primary Tumor
ef264309-227d-47a4-947f-8235b408cf4d	24535c31-1ee2-4af9-b908-b52bbfa3ee5f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6939	TCGA-CV-6939-01A	Primary Tumor
3b6d7876-ff39-407a-88b9-74ea88be970a	62d1ce0e-55a8-4c31-9e96-e0c0cb95235f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7250	TCGA-CV-7250-11A	Solid Tissue Normal
a565c97f-742e-4ee7-aa70-63099c4a24e2	d182c2ae-b8cb-418b-a844-1d95e275ced6.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-MZ-A5BI	TCGA-MZ-A5BI-01A	Primary Tumor
3dee2820-aa60-4f15-9d39-9d362e54f30a	60e53fcc-1b81-47f8-910c-fe2600dd358a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7432	TCGA-CV-7432-01A	Primary Tumor
61e3f20c-475f-45d5-ac84-5ffae86d0649	9541e81d-988d-4e1f-b804-bd960c0944e7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-DQ-7591	TCGA-DQ-7591-01A	Primary Tumor
